Geographic Area,CITY POPULATION
"North Collins village,   New York","1,269"
"North Haven village,   New York","1,197"
"North Hills village,   New York","5,427"
"North Hornell village,   New York",765
"Northport village,   New York","7,317"
"North Syracuse village,   New York","6,761"
"North Tonawanda,  New York","29,981"
"Northville village,   New York",994
"Norwich,  New York","6,608"
"Norwood village,   New York","1,533"
"Nunda village,   New York","1,152"
"Nyack village,   New York","7,369"
"Oakfield village,   New York","1,790"
"Ocean Beach village,   New York",175
"Odessa village,   New York",524
"Ogdensburg,  New York","9,282"
"Old Brookville village,   New York","2,100"
"Old Field village,   New York",925
"Old Westbury village,   New York","4,950"
"Olean,  New York","13,614"
"Oneida,  New York","10,066"
"Oneida Castle village,   New York",583
"Oneonta,  New York","15,679"
"Orchard Park village,   New York","3,046"
"Oriskany village,   New York","1,349"
"Oriskany Falls village,   New York",641
"Ossining village,   New York","26,895"
"Oswego,  New York","17,047"
"Otego village,   New York",911
"Otisville village,   New York",994
"Ovid village,   New York",535
"Owego village,   New York","4,167"
"Oxford village,   New York","1,329"
"Oyster Bay Cove village,   New York","2,257"
"Painted Post village,   New York","1,721"
"Palatine Bridge village,   New York",788
"Palmyra village,   New York","3,263"
"Panama village,   New York",452
"Parish village,   New York",446
"Patchogue village,   New York","12,447"
"Pawling village,   New York","2,070"
"Peekskill,  New York","25,757"
"Pelham village,   New York","7,579"
"Pelham Manor village,   New York","5,613"
"Penn Yan village,   New York","5,024"
"Perry village,   New York","3,585"
"Phelps village,   New York","1,865"
"Philadelphia village,   New York","1,143"
"Philmont village,   New York","1,483"
"Phoenix village,   New York","2,198"
"Piermont village,   New York","2,547"
"Pittsford village,   New York","1,327"
"Plandome village,   New York","1,477"
"Plandome Heights village,   New York","1,010"
"Plandome Manor village,   New York",819
"Plattsburgh,  New York","19,758"
"Pleasantville village,   New York","7,351"
"Poland village,   New York",478
"Pomona village,   New York","3,961"
"Poquott village,   New York",929
"Port Byron village,   New York","1,214"
"Port Chester village,   New York","30,957"
"Port Dickinson village,   New York","1,673"
"Port Jefferson village,   New York","8,189"
"Port Jervis,  New York","8,566"
"Port Leyden village,   New York",591
"Portville village,   New York",883
"Port Washington North village,   New York","3,146"
"Potsdam village,   New York","8,162"
"Poughkeepsie,  New York","32,293"
"Pulaski village,   New York","2,270"
"Quogue village,   New York","1,697"
"Ravena village,   New York","3,246"
"Red Creek village,   New York",487
"Red Hook village,   New York","1,956"
"Remsen village,   New York",414
"Rensselaer,  New York","9,453"
"Rensselaer Falls village,   New York",319
"Rhinebeck village,   New York","2,586"
"Richburg village,   New York",406
"Richfield Springs village,   New York","1,090"
"Richmondville village,   New York",873
"Richville village,   New York",259
"Riverside village,   New York",422
"Rochester,  New York","207,282"
"Rockville Centre village,   New York","25,718"
"Rome,  New York","31,990"
"Roslyn village,   New York","3,022"
"Roslyn Estates village,   New York","1,327"
"Roslyn Harbor village,   New York","1,102"
"Round Lake village,   New York",855
"Rouses Point village,   New York","2,192"
"Rushville village,   New York",683
"Russell Gardens village,   New York",938
"Rye,  New York","16,463"
"Rye Brook village,   New York","9,900"
"Sackets Harbor village,   New York","1,364"
"Saddle Rock village,   New York","1,005"
"Sagaponack village,   New York",744
"Sag Harbor village,   New York","2,816"
"St. Johnsville village,   New York","1,711"
"Salamanca,  New York","5,757"
"Saltaire village,   New York",109
"Sands Point village,   New York","2,743"
"Sandy Creek village,   New York",621
"Saranac Lake village,   New York","4,856"
"Saratoga Springs,  New York","28,741"
"Saugerties village,   New York","3,874"
"Savona village,   New York",671
"Scarsdale village,   New York","18,036"
"Schaghticoke village,   New York",551
"Schenectady,  New York","69,495"
"Schoharie village,   New York",950
"Schuylerville village,   New York","1,354"
"Scotia village,   New York","7,321"
"Scottsville village,   New York","2,004"
"Sea Cliff village,   New York","5,024"
"Sharon Springs village,   New York",500
"Sherburne village,   New York","1,366"
"Sherman village,   New York",667
"Sherrill,  New York","2,997"
"Shoreham village,   New York",524
"Shortsville village,   New York","1,357"
"Sidney village,   New York","3,613"
"Silver Creek village,   New York","2,574"
"Silver Springs village,   New York",717
"Sinclairville village,   New York",562
"Skaneateles village,   New York","2,530"
"Sleepy Hollow village,   New York","11,427"
"Sloan village,   New York","3,730"
"Sloatsburg village,   New York","3,071"
"Smyrna village,   New York",203
"Sodus village,   New York","1,695"
"Sodus Point village,   New York",844
"Solvay village,   New York","6,495"
"Southampton village,   New York","4,693"
"South Blooming Grove village,   New York","3,828"
"South Corning village,   New York","1,073"
"South Dayton village,   New York",548
"South Floral Park village,   New York","1,749"
"South Glens Falls village,   New York","3,723"
"Speculator village,   New York",400
"Spencer village,   New York",693
"Spencerport village,   New York","3,616"
"Spring Valley village,   New York","33,637"
"Springville village,   New York","4,194"
"Stamford village,   New York","1,064"
"Stewart Manor village,   New York","1,919"
"Stillwater village,   New York","1,759"
"Suffern village,   New York","11,537"
"Sylvan Beach village,   New York",887
"Syracuse,  New York","146,097"
"Tannersville village,   New York",565
"Tarry village,   New York","11,829"
"Theresa village,   New York",742
"Thomaston village,   New York","2,732"
"Tivoli village,   New York","1,019"
"Tonawanda,  New York","14,984"
"Troy,  New York","51,065"
"Trumansburg village,   New York","1,787"
"Tuckahoe village,   New York","6,984"
"Tully village,   New York",898
"Tupper Lake village,   New York","3,308"
"Turin village,   New York",214
"Tuxedo village,   New York","3,123"
"Tuxedo Park village,   New York",623
"Unadilla village,   New York","1,086"
"Union Springs village,   New York","1,078"
"Unionville village,   New York",632
"Upper Brookville village,   New York","1,771"
"Upper Nyack village,   New York","2,034"
"Utica,  New York","63,660"
"Valatie village,   New York","1,709"
"Valley Falls village,   New York",453
"Valley Stream village,   New York","40,232"
"Vernon village,   New York","1,158"
"Victor village,   New York","2,670"
"Victory village,   New York",676
"Village of the Branch village,   New York","1,763"
"Voorheesville village,   New York","2,846"
"Waddington village,   New York",926
"Walden village,   New York","6,909"
"Walton village,   New York","2,844"
"Wampsville village,   New York",556
"Wappingers Falls village,   New York","6,070"
"Warsaw village,   New York","3,614"
"Warwick village,   New York","6,546"
"Washingtonville village,   New York","5,650"
"Waterford village,   New York","2,020"
"Waterloo village,   New York","4,722"
"Water,  New York","24,038"
"Waterville village,   New York","1,512"
"Watervliet,  New York","10,268"
"Watkins Glen village,   New York","1,746"
"Waverly village,   New York","4,237"
"Wayland village,   New York","1,694"
"Webster village,   New York","5,787"
"Weedsport village,   New York","1,761"
"Wellsburg village,   New York",482
"Wellsville village,   New York","4,551"
"Wesley Hills village,   New York","6,310"
"Westbury village,   New York","15,871"
"West Carthage village,   New York","1,749"
"Westfield village,   New York","2,887"
"Westhampton Beach village,   New York","2,238"
"West Hampton Dunes village,   New York",119
"West Haverstraw village,   New York","10,804"
"West Winfield village,   New York",729
"Whitehall village,   New York","2,482"
"White Plains,  New York","62,561"
"Whitesboro village,   New York","3,596"
"Whitney Point village,   New York",898
"Williamsville village,   New York","5,489"
"Williston Park village,   New York","7,503"
"Wilson village,   New York","1,219"
"Windsor village,   New York",867
"Wolcott village,   New York","1,575"
"Woodbury village,   New York","11,523"
"Woodridge village,   New York",709
"Woodsburgh village,   New York",880
"Wurtsboro village,   New York","1,086"
"Wyoming village,   New York",376
"Yonkers,  New York","211,040"
"Yorkville village,   New York","2,592"
"Youngs village,   New York","1,829"
"Aberdeen,  North Carolina","9,573"
"Ahoskie,  North Carolina","4,665"
"Alamance village,   North Carolina","1,043"
"Albemarle,  North Carolina","17,344"
"Alliance,  North Carolina",749
"Andrews,  North Carolina","1,762"
"Angier,  North Carolina","8,284"
"Ansonville,  North Carolina",441
"Apex,  North Carolina","75,977"
"Arapahoe,  North Carolina",429
"Archdale,  North Carolina","12,147"
"Archer Lodge,  North Carolina","5,522"
"Asheboro,  North Carolina","27,928"
"Asheville,  North Carolina","94,992"
"Askewville,  North Carolina",172
"Atkinson,  North Carolina",346
"Atlantic Beach,  North Carolina","1,421"
"Aulander,  North Carolina",718
"Aurora,  North Carolina",451
"Autryville,  North Carolina",174
"Ayden,  North Carolina","5,190"
"Badin,  North Carolina","1,871"
"Bailey,  North Carolina",588
"Bakersville,  North Carolina",453
"Bald Head Island village,   North Carolina",278
"Banner Elk,  North Carolina","1,186"
"Bath,  North Carolina",241
"Bayboro,  North Carolina","1,128"
"Bear Grass,  North Carolina",84
"Beaufort,  North Carolina","4,895"
"Beech Mountain,  North Carolina",658
"Belhaven,  North Carolina","1,406"
"Belmont,  North Carolina","16,044"
"Belville,  North Carolina","3,255"
"Belwood,  North Carolina",873
"Benson,  North Carolina","4,534"
"Bermuda Run,  North Carolina","3,290"
"Bessemer ,  North Carolina","5,730"
"Bethania,  North Carolina",361
"Bethel,  North Carolina","1,407"
"Beulaville,  North Carolina","1,160"
"Biltmore Forest,  North Carolina","1,462"
"Biscoe,  North Carolina","1,895"
"Black Creek,  North Carolina",698
"Black Mountain,  North Carolina","8,572"
"Bladenboro,  North Carolina","1,642"
"Blowing Rock,  North Carolina","1,336"
"Boardman,  North Carolina",161
"Bogue,  North Carolina",715
"Boiling Spring Lakes,  North Carolina","6,738"
"Boiling Springs,  North Carolina","4,759"
"Bolivia,  North Carolina",254
"Bolton,  North Carolina",383
"Boone,  North Carolina","20,080"
"Boonville,  North Carolina","1,215"
"Bostic,  North Carolina",362
"Brevard,  North Carolina","7,973"
"Bridgeton,  North Carolina",349
"Broadway,  North Carolina","1,362"
"Brookford,  North Carolina",449
"Brunswick,  North Carolina",959
"Bryson ,  North Carolina","1,522"
"Bunn,  North Carolina",374
"Burgaw,  North Carolina","3,825"
"Burlington,  North Carolina","61,365"
"Burnsville,  North Carolina","1,626"
"Butner,  North Carolina","8,134"
"Cajah's Mountain,  North Carolina","2,699"
"Calabash,  North Carolina","2,975"
"Calypso,  North Carolina",336
"Cameron,  North Carolina",262
"Candor,  North Carolina",823
"Canton,  North Carolina","4,422"
"Cape Carteret,  North Carolina","2,288"
"Carolina Beach,  North Carolina","6,864"
"Carolina Shores,  North Carolina","5,463"
"Carrboro,  North Carolina","21,079"
"Carthage,  North Carolina","2,999"
"Cary,  North Carolina","182,659"
"Casar,  North Carolina",307
"Castalia,  North Carolina",275
"Caswell Beach,  North Carolina",387
"Catawba,  North Carolina",729
"Cedar Point,  North Carolina","1,833"
"Cedar Rock village,   North Carolina",299
"Cerro Gordo,  North Carolina",143
"Chadbourn,  North Carolina","1,528"
"Chapel Hill,  North Carolina","64,028"
"Charlotte,  North Carolina","943,476"
"Cherryville,  North Carolina","6,385"
"Chimney Rock Village village,   North Carolina",138
"China Grove,  North Carolina","4,610"
"Chocowinity,  North Carolina",748
"Claremont,  North Carolina","1,753"
"Clarkton,  North Carolina",605
"Clayton,  North Carolina","31,732"
"Clemmons village,   North Carolina","22,471"
"Cleveland,  North Carolina",887
"Clinton,  North Carolina","8,317"
"Clyde,  North Carolina","1,377"
"Coats,  North Carolina","2,317"
"Cofield village,   North Carolina",259
"Colerain,  North Carolina",203
"Columbia,  North Carolina",605
"Columbus,  North Carolina","1,041"
"Como,  North Carolina",64
"Concord,  North Carolina","112,395"
"Conetoe,  North Carolina",200
"Connelly Springs,  North Carolina","1,545"
"Conover,  North Carolina","8,760"
"Conway,  North Carolina",708
"Cooleemee,  North Carolina",987
"Cornelius,  North Carolina","34,366"
"Cove ,  North Carolina",384
"Cramerton,  North Carolina","5,604"
"Creedmoor,  North Carolina","5,049"
"Creswell,  North Carolina",203
"Crossnore,  North Carolina",151
"Dallas,  North Carolina","6,270"
"Danbury,  North Carolina",188
"Davidson,  North Carolina","16,276"
"Denton,  North Carolina","1,580"
"Dillsboro,  North Carolina",216
"Dobbins Heights,  North Carolina",688
"Dobson,  North Carolina","1,469"
"Dortches,  North Carolina","1,083"
"Dover,  North Carolina",347
"Drexel,  North Carolina","1,777"
"Dublin,  North Carolina",264
"Duck,  North Carolina",742
"Dunn,  North Carolina","8,754"
"Durham,  North Carolina","301,870"
"Earl,  North Carolina",208
"East Arcadia,  North Carolina",418
"East Bend,  North Carolina",640
"Eastover,  North Carolina","3,710"
"East Spencer,  North Carolina","1,625"
"Eden,  North Carolina","15,399"
"Edenton,  North Carolina","4,492"
"Elizabeth ,  North Carolina","19,028"
"Elizabeth,  North Carolina","3,290"
"Elkin,  North Carolina","4,094"
"Elk Park,  North Carolina",555
"Ellenboro,  North Carolina",741
"Ellerbe,  North Carolina",841
"Elm ,  North Carolina","1,223"
"Elon,  North Carolina","11,282"
"Emerald Isle,  North Carolina","4,001"
"Enfield,  North Carolina","1,791"
"Erwin,  North Carolina","4,865"
"Everetts,  North Carolina",144
"Fair Bluff,  North Carolina",728
"Fairmont,  North Carolina","2,212"
"Fairview,  North Carolina","3,775"
"Faison,  North Carolina",811
"Faith,  North Carolina",836
"Falcon,  North Carolina",395
"Falkland,  North Carolina",48
"Fallston,  North Carolina",639
"Farmville,  North Carolina","4,547"
"Fayetteville,  North Carolina","209,496"
"Flat Rock village,   North Carolina","3,602"
"Fletcher,  North Carolina","8,251"
"Fontana Dam,  North Carolina",11
"Forest ,  North Carolina","7,397"
"Forest Hills village,   North Carolina",318
"Fountain,  North Carolina",389
"Four Oaks,  North Carolina","2,681"
"Foxfire village,   North Carolina","1,401"
"Franklin,  North Carolina","4,362"
"Franklinton,  North Carolina","2,825"
"Franklinville,  North Carolina","1,245"
"Fremont,  North Carolina","1,207"
"Fuquay-Varina,  North Carolina","46,317"
"Gamewell,  North Carolina","3,699"
